income,loan_amount,payment_delays,employment_length,age,default
79862.46,27607.86,,,25,0
67266.86,19040.07,9.0,,41,1
41148.31,33516.49,0.0,7.2,18,0
36114.31,18332.0,0.0,0.0,52,0
59384.67,27172.64,,4.9,67,0
67213.01,20502.48,7.0,0.0,56,1
91935.33,53297.76,6.0,5.3,23,1
,18518.47,3.0,5.7,44,0
33755.81,16305.64,5.0,8.2,18,0
46939.81,38464.44,4.0,8.4,59,0
70130.53,27358.67,6.0,2.9,46,0
82039.93,35796.6,8.0,5.9,62,0
78169.08,36893.01,8.0,3.7,58,1
48083.67,29941.5,7.0,6.0,67,1
12379.32,28448.4,3.0,3.9,64,1
20031.91,26816.7,7.0,5.5,45,0
58179.01,12635.8,,1.9,50,0
60266.77,34333.11,6.0,6.4,56,0
17039.62,14602.32,4.0,0.0,27,1
51337.09,30241.27,,3.0,67,0
,17023.95,,3.3,29,0
15463.2,25748.58,,7.4,69,0
83149.92,27270.83,5.0,6.7,57,0
38674.07,18026.86,0.0,0.0,60,0
87728.39,41070.33,1.0,4.4,24,0
33996.43,16218.78,,1.5,67,1
19201.24,18894.66,3.0,0.1,49,1
36255.89,23619.33,2.0,4.6,52,0
47145.56,26955.09,5.0,4.7,36,0
38345.6,19441.4,0.0,7.8,67,0
43519.96,20375.06,6.0,7.5,37,0
60018.95,22014.6,,9.5,26,0
44864.62,32715.46,8.0,4.4,44,0
48016.63,26093.48,4.0,4.9,33,0
10000.0,26645.98,2.0,5.1,44,1
61750.94,34885.96,2.0,5.5,33,0
47323.9,31164.07,4.0,2.4,42,0
98308.79,29693.86,2.0,5.9,56,0
21813.04,20178.24,1.0,2.7,33,0
10000.0,3000.0,5.0,2.8,55,0
68542.05,14708.41,2.0,5.6,29,0
60395.81,13079.16,2.0,3.4,39,0
19747.01,15683.57,1.0,9.6,19,0
10000.0,29855.99,9.0,3.7,18,1
,40606.07,7.0,6.6,40,0
92423.31,26451.55,0.0,,46,0
10000.0,30618.53,,0.0,29,1
36253.31,19880.97,0.0,7.5,48,0
99925.76,49743.83,3.0,5.6,24,1
35718.12,8143.62,9.0,9.6,44,0
35281.63,22398.12,4.0,3.9,26,0
41517.22,13159.8,1.0,4.0,46,0
16373.09,17022.61,8.0,5.7,54,0
10000.0,3000.0,1.0,8.2,22,0
81576.42,24406.35,7.0,7.1,43,0
10000.0,26228.45,,5.4,56,1
57418.14,31904.51,,3.3,54,0
76597.38,35564.39,,9.0,53,0
10000.0,15838.56,4.0,2.6,51,1
22271.95,13482.0,8.0,1.3,40,1
,29707.62,4.0,4.7,64,0
65986.75,32478.39,4.0,4.3,63,0
31481.43,26948.96,5.0,1.8,23,1
86067.47,18213.49,3.0,4.3,41,0
86196.07,33356.18,1.0,,46,0
58071.58,30332.63,,1.0,62,1
22995.19,12779.06,8.0,6.9,54,0
37596.54,27991.84,5.0,11.0,59,0
58591.6,15651.17,8.0,1.9,29,1
44342.16,27050.36,,2.4,41,0
78168.72,16633.74,6.0,8.5,63,0
,11658.94,1.0,2.1,28,0
10000.0,10043.76,,6.0,32,0
55426.13,39418.4,9.0,5.5,36,1
35253.67,18677.41,,3.2,51,0
31188.54,10988.86,8.0,4.9,44,0
,27050.34,3.0,5.2,59,1
50586.38,25644.6,7.0,7.3,20,0
48417.35,27530.38,7.0,7.7,32,0
69604.37,22414.64,0.0,2.5,58,0
52067.18,39503.09,1.0,2.5,18,0
46021.88,20800.73,4.0,1.8,24,0
85310.02,28993.16,8.0,,36,1
10625.98,21072.24,5.0,5.5,44,0
66091.68,33146.41,,3.1,19,1
,40623.48,6.0,6.9,64,0
24849.14,30994.8,5.0,7.5,63,1
13620.29,20136.55,3.0,9.6,68,0
73458.28,19219.36,3.0,7.4,68,0
48037.69,13969.43,,0.0,61,0
49594.9,25424.68,8.0,3.8,67,1
16798.01,36612.49,3.0,3.1,22,1
41009.2,36831.88,2.0,9.2,51,0
27096.04,25430.98,9.0,8.8,50,0
61503.65,13300.73,3.0,2.8,61,0
20267.27,8744.28,8.0,5.6,54,1
89893.83,29211.81,8.0,7.3,34,0
10000.0,16317.54,,6.4,65,0
25804.41,16034.51,,8.7,68,0
100316.02,46844.94,,5.2,21,0
36945.84,36224.07,3.0,5.4,27,0
10553.64,13107.61,3.0,8.2,47,0
56572.15,21809.13,1.0,7.1,18,0
35738.23,18345.73,8.0,4.8,54,0
,15368.18,3.0,6.0,37,0
17123.88,22318.09,4.0,3.3,29,1
133051.21,38609.62,9.0,3.8,30,1
42453.44,34189.99,8.0,4.6,52,1
10000.0,14756.94,,0.0,67,0
94811.29,26191.79,9.0,4.6,60,1
68332.13,28735.17,1.0,0.0,21,0
27006.01,18641.06,9.0,,69,1
22006.43,19701.59,4.0,7.3,62,0
,26573.94,6.0,2.5,55,0
42592.45,9518.49,,0.8,19,0
10000.0,10534.25,,5.6,21,1
103617.2,44452.56,2.0,10.3,57,0
36980.29,17101.38,9.0,6.8,32,0
94867.15,19973.43,0.0,,60,0
88353.05,33631.43,,3.2,55,1
19969.71,28002.17,7.0,1.0,69,1
80995.7,47652.79,2.0,8.6,29,0
30456.72,28215.7,5.0,6.6,55,0
10000.0,27347.95,1.0,9.6,54,0
37262.06,30558.4,,7.3,45,0
61929.13,28890.16,2.0,9.5,32,0
36117.9,10839.54,4.0,6.4,18,0
40788.55,22131.37,1.0,5.2,45,0
84306.98,38739.45,5.0,3.4,34,0
53194.82,26205.52,8.0,7.9,35,0
24701.05,31614.2,8.0,6.2,47,1
71060.91,31591.37,0.0,8.4,51,0
55930.27,22727.16,6.0,5.8,37,0
10000.0,21232.97,0.0,7.8,52,0
62850.59,19902.81,,0.0,19,1
61754.86,28018.21,9.0,4.2,69,1
50603.63,22349.96,3.0,7.7,49,0
76751.02,19864.72,0.0,5.4,51,0
29828.19,28311.49,,0.0,45,0
60094.99,17627.23,,6.0,64,0
10000.0,19672.91,,10.3,38,0
,23716.78,3.0,11.1,32,0
108591.79,39884.21,5.0,4.1,26,0
20154.31,19419.48,9.0,4.5,49,1
27205.94,14500.17,9.0,4.6,39,1
28699.54,20359.2,9.0,6.4,64,1
53899.95,26517.98,5.0,0.0,19,1
18108.91,31250.91,,2.6,22,1
62637.42,46001.52,3.0,2.0,26,0
75405.2,20223.87,9.0,3.7,30,1
66030.42,21518.15,5.0,5.8,42,0
10000.0,3000.0,4.0,7.5,64,0
79855.03,19305.48,3.0,7.4,19,0
78121.02,21253.01,4.0,3.1,54,0
74904.84,15980.97,2.0,5.8,35,0
61185.27,13237.05,6.0,7.7,45,0
56605.68,23459.64,1.0,7.8,24,0
80971.68,25994.39,8.0,6.4,28,0
107705.4,32069.99,,4.9,47,0
21408.79,10578.65,0.0,3.2,20,0
82343.76,59477.38,3.0,6.9,27,0
47413.49,28213.15,3.0,5.2,54,0
46109.81,23730.1,7.0,8.2,58,0
10000.0,29817.11,1.0,10.2,37,0
41456.32,21500.46,2.0,4.9,36,0
20082.05,5130.26,,2.5,27,0
36084.37,14665.76,7.0,4.1,59,1
17054.41,34415.66,5.0,,28,0
36532.75,18832.22,3.0,6.7,57,0
37816.69,8563.34,8.0,5.2,38,1
52902.65,33265.2,4.0,6.5,49,1
10000.0,20321.42,8.0,5.1,47,1
10000.0,11021.83,6.0,7.0,48,0
60857.43,28983.86,1.0,8.4,40,0
26076.86,33430.31,,5.4,45,1
,38629.25,0.0,5.2,41,0
56758.09,24130.97,3.0,5.6,44,0
68202.86,40393.75,3.0,7.4,52,0
,48588.95,4.0,2.6,50,0
40708.68,13328.12,,6.0,33,0
32765.4,43491.76,9.0,4.5,27,1
76151.08,31298.08,9.0,0.9,27,1
65285.41,34787.95,1.0,6.4,25,0
44380.09,24954.97,,8.2,43,0
91743.74,39244.19,8.0,9.2,22,0
43632.67,29113.44,0.0,2.7,55,0
50983.21,20074.87,1.0,1.9,65,0
50636.68,27528.64,4.0,1.1,58,0
21962.18,30679.32,0.0,4.7,64,0
52327.56,20185.38,,6.8,27,1
91902.81,43471.47,,10.9,45,0
63349.05,13669.81,1.0,1.1,56,0
50931.9,31999.52,0.0,3.7,60,0
45146.98,51832.69,7.0,2.8,39,1
59926.01,31388.19,5.0,5.8,66,0
72493.0,16079.71,0.0,2.8,45,0
,37524.15,7.0,7.7,23,0
40044.05,38715.82,8.0,5.2,54,0
59743.45,32346.41,,10.2,25,0
64398.19,23994.6,3.0,10.6,39,0
19784.15,9763.03,1.0,12.9,26,0
55046.92,26854.86,,3.3,24,1
10000.0,22797.64,8.0,5.7,34,1
64476.01,13895.2,7.0,3.4,30,0
69810.29,42535.1,0.0,4.4,67,0
72426.38,15485.28,9.0,5.7,66,1
38148.59,32556.55,,3.9,60,1
59271.41,34709.42,,7.7,32,0
92718.62,44323.99,5.0,4.4,53,0
92413.09,20096.35,0.0,4.4,37,0
49124.82,35201.96,9.0,7.5,37,0
54179.59,49807.62,3.0,2.6,38,0
83327.33,30277.65,1.0,8.2,39,0
10000.0,19674.05,4.0,6.0,68,1
40307.73,9061.55,7.0,4.6,59,0
90067.11,25253.5,7.0,0.0,68,0
,28023.16,9.0,6.0,51,1
61077.91,13984.16,7.0,9.1,41,0
10000.0,6297.87,4.0,3.3,49,0
48502.69,20492.64,6.0,5.7,41,1
32302.54,27081.27,,2.9,60,0
59931.17,12986.23,7.0,3.4,19,1
25719.6,19644.86,4.0,7.5,64,1
19228.3,4845.66,3.0,5.7,45,0
10000.0,16474.98,8.0,4.6,33,0
86654.14,46417.64,3.0,8.9,20,0
38006.88,25288.31,4.0,,37,0
54714.37,38124.52,9.0,0.0,25,1
49932.86,25252.98,3.0,5.7,56,0
17976.98,22243.33,0.0,7.6,62,0
12228.05,9004.95,4.0,6.9,25,0
19840.55,25965.79,6.0,4.0,40,1
28304.95,14401.68,,1.0,19,0
,14993.05,7.0,5.3,54,0
26128.47,19766.19,5.0,4.0,57,0
102394.72,21478.94,2.0,0.0,35,0
80814.53,37509.82,2.0,4.4,27,0
74250.79,49182.17,8.0,5.7,67,1
46410.23,21446.53,9.0,5.6,38,0
95428.42,31709.16,4.0,1.6,26,0
43459.83,28713.18,5.0,3.0,44,0
49062.16,30758.0,8.0,2.9,57,0
55099.24,27317.99,3.0,4.7,31,0
71054.69,15210.94,7.0,4.3,21,0
69107.24,40884.32,0.0,6.4,50,0
35746.24,32907.74,3.0,4.0,29,0
34010.19,9587.73,,5.6,29,0
69197.09,14839.42,7.0,5.7,23,0
71457.1,56526.08,7.0,6.3,67,0
38199.47,15377.09,1.0,0.0,59,0
10000.0,3000.0,,4.6,41,0
43780.52,9756.1,8.0,12.6,33,1
68705.77,23661.77,0.0,1.6,29,0
104162.51,41346.59,3.0,4.7,35,0
14061.26,36978.29,8.0,7.6,22,1
37202.86,18648.19,5.0,11.4,33,0
38317.89,8663.58,,10.2,46,0
90674.16,37467.14,1.0,5.9,42,0
48951.75,27697.67,1.0,0.6,21,0
22780.2,12572.25,9.0,2.0,39,1
66760.86,25171.06,0.0,14.0,58,0
37860.84,24112.58,7.0,4.9,49,0
13268.38,25713.73,8.0,7.1,29,1
23216.8,25198.48,2.0,0.3,37,0
102021.26,38054.85,4.0,5.4,32,0
61526.28,27794.37,2.0,,61,0
53232.8,45070.93,5.0,8.4,68,0
42503.19,28937.78,6.0,6.5,33,1
58764.47,37843.6,6.0,5.0,43,0
58407.08,35446.37,7.0,7.8,23,0
58765.06,30287.08,1.0,2.9,35,0
53445.35,40590.61,0.0,7.0,57,0
76063.95,22622.82,6.0,9.2,52,0
50693.13,33400.89,4.0,7.1,22,0
,5970.74,3.0,4.6,45,0
31627.31,21985.09,8.0,1.8,52,1
10000.0,3000.0,0.0,7.5,32,0
110804.51,24574.01,7.0,10.1,53,0
75882.64,25951.21,2.0,6.3,26,0
25097.89,38221.8,0.0,6.2,46,0
41544.65,21659.89,,4.6,40,0
30893.71,28532.46,4.0,4.2,53,0
,49344.11,3.0,2.9,55,0
10000.0,14775.41,9.0,1.5,36,1
53434.28,42914.55,4.0,3.1,32,0
46744.16,23956.76,7.0,4.1,56,0
74805.16,19690.96,9.0,6.6,53,0
46879.72,35393.8,3.0,5.6,30,0
10000.0,23277.61,8.0,1.8,39,1
42466.46,20512.32,3.0,7.3,31,0
20835.13,9605.24,,10.5,44,0
52387.39,35558.78,,9.1,60,0
93025.31,22511.39,2.0,0.1,18,1
10000.0,3000.0,,3.9,19,1
25993.32,31842.77,4.0,3.8,22,0
33419.21,30512.51,1.0,5.8,50,0
38551.07,29516.69,,11.2,43,0
72203.77,26645.29,8.0,8.1,55,1
44793.67,30805.12,4.0,5.3,52,0
62474.08,19954.87,,2.4,41,0
31226.81,23042.73,,6.8,62,0
56897.73,44168.05,2.0,0.2,28,0
73333.93,29344.67,8.0,,45,1
28031.01,25349.78,9.0,5.3,63,1
73440.74,16337.01,3.0,9.6,47,0
51571.18,20565.4,8.0,1.6,58,1
81363.81,29050.81,3.0,6.0,23,0
43957.4,34833.86,4.0,2.9,48,0
61437.34,47909.34,,7.2,68,0
48781.81,28185.34,5.0,4.9,38,0
47113.63,10422.73,,3.8,52,0
57767.91,14762.98,7.0,0.7,23,1
66104.22,39813.72,6.0,6.2,26,1
12513.05,10515.05,8.0,1.3,44,0
93009.01,41384.71,5.0,3.9,61,0
10000.0,20580.73,5.0,5.4,65,1
,21341.68,1.0,9.4,24,1
47171.93,27218.43,9.0,4.0,21,1
62370.68,29301.8,5.0,,58,0
97285.18,21221.62,4.0,6.6,28,0
10000.0,14152.36,5.0,10.4,41,0
34769.18,43310.17,7.0,3.9,55,0
,5992.64,4.0,5.3,66,0
50948.66,13885.69,,1.4,65,0
58150.51,22115.13,8.0,3.2,52,1
97723.87,53491.41,6.0,7.3,31,0
53619.04,16659.56,2.0,9.2,49,0
81320.75,26404.18,3.0,6.1,49,0
67515.11,18336.43,3.0,6.0,50,0
36942.55,17168.22,5.0,8.3,58,0
10000.0,14210.1,,11.1,44,0
58250.07,31575.68,4.0,0.0,22,1
10000.0,3000.0,6.0,3.2,18,0
88856.21,35240.23,7.0,4.1,26,1
45138.14,14172.91,9.0,6.4,21,1
85855.32,36639.82,4.0,3.3,60,0
35593.57,8118.71,9.0,5.3,62,0
58065.52,23833.71,1.0,2.9,52,0
56280.47,17050.27,3.0,1.6,29,0
48648.68,25755.63,7.0,14.2,24,0
37020.21,38137.85,2.0,7.3,33,0
61773.68,33290.27,0.0,8.4,19,0
22215.1,25688.67,9.0,4.9,25,1
13716.94,17032.0,5.0,2.0,59,1
87284.81,30496.13,0.0,6.7,66,0
71815.04,27960.69,9.0,3.1,69,1
51976.75,22880.13,4.0,9.7,21,0
99954.27,28744.12,5.0,4.8,51,0
41967.03,16058.31,8.0,1.2,66,1
89681.1,25416.25,5.0,6.6,24,0
55267.22,23181.81,7.0,3.4,25,0
19257.48,9323.61,5.0,5.6,47,1
105441.21,38139.06,7.0,7.4,55,1
79721.33,16944.27,2.0,8.5,59,0
46369.37,27821.3,,6.3,19,0
71815.14,29121.67,5.0,12.0,32,0
37888.9,39122.37,3.0,0.4,63,1
74874.47,42960.18,1.0,4.7,21,0
10000.0,6401.99,7.0,9.9,28,0
19405.96,18700.25,8.0,1.7,41,1
79377.79,34169.33,7.0,6.5,36,0
42510.33,17435.44,5.0,3.9,45,0
56226.27,17170.54,7.0,4.7,22,1
10000.0,19374.29,8.0,5.0,37,0
105436.01,42688.54,2.0,8.5,24,0
85715.89,32453.28,9.0,,25,0
43979.44,22090.1,3.0,0.4,58,1
37859.12,20730.55,4.0,4.9,22,1
80888.13,19862.11,8.0,2.7,44,1
109474.11,43913.8,8.0,5.5,65,1
78612.81,32777.9,4.0,6.9,27,0
115154.08,39283.54,,1.1,25,1
22329.46,24248.73,9.0,7.9,21,1
25418.4,46406.6,0.0,4.6,40,0
14331.77,36702.09,5.0,,28,1
63252.82,32156.55,9.0,5.3,69,0
55268.11,19878.93,2.0,7.0,49,0
45441.47,32712.6,,1.6,67,0
74277.76,27630.62,0.0,5.9,62,0
86969.86,33707.02,3.0,0.5,48,0
10000.0,25486.38,2.0,4.6,62,1
32090.84,26546.55,4.0,8.4,25,0
74604.31,31844.24,2.0,3.3,33,0
35967.84,28023.96,1.0,11.0,57,0
26053.82,31155.03,7.0,10.3,39,0
80556.12,17929.94,5.0,2.1,18,0
11315.0,22746.92,4.0,6.6,39,1
,14196.76,7.0,3.9,67,1
59859.32,31386.67,5.0,4.6,42,0
32785.4,9763.8,0.0,0.0,39,0
73494.67,30032.45,,6.6,50,0
32933.69,22853.15,3.0,7.3,54,0
92258.58,32533.15,3.0,6.4,32,0
46227.61,30875.97,0.0,10.9,67,0
70138.1,25864.34,6.0,2.0,69,1
72380.72,27070.4,9.0,5.0,56,1
31173.8,20394.02,9.0,2.5,65,1
10000.0,10367.04,3.0,2.7,51,0
60822.67,22644.6,9.0,6.7,35,0
52168.65,32654.46,2.0,7.0,48,0
66674.78,36025.95,7.0,0.6,22,1
,15796.12,7.0,7.4,60,0
37087.17,29179.96,1.0,4.3,69,0
110254.19,23050.84,9.0,1.5,62,1
10000.0,13798.33,2.0,6.0,27,0
72018.51,18058.5,9.0,5.8,30,0
,22321.09,,3.0,55,0
39926.64,23055.74,0.0,3.5,55,0
40486.92,37106.92,5.0,4.8,24,1
25896.97,33347.18,,2.5,28,1
67136.73,23966.67,,3.4,18,1
91719.31,33820.95,5.0,7.4,56,0
64100.41,18998.62,8.0,2.2,35,1
53101.46,19073.12,4.0,3.3,27,0
20406.79,5081.36,7.0,6.7,44,0
65504.76,33744.84,,5.2,30,0
114690.49,30609.63,0.0,0.0,53,0
38579.16,15246.17,8.0,3.9,63,0
38720.49,18016.36,7.0,6.2,41,0
33167.33,16773.86,5.0,8.4,59,0
35317.57,13116.11,5.0,0.0,33,1
10000.0,24994.52,1.0,3.0,27,0
62151.06,27873.73,5.0,0.9,27,1
24633.43,13125.21,8.0,8.3,65,0
10000.0,16300.57,,0.6,27,1
72595.7,27608.45,3.0,0.0,40,0
17539.47,16709.38,8.0,4.9,53,1
39839.93,28816.44,,9.6,37,0
93993.27,37540.34,8.0,0.9,68,0
10000.0,36179.74,9.0,0.3,39,1
10000.0,7247.78,8.0,8.9,29,0
58079.19,43468.28,3.0,2.2,48,1
,35325.59,4.0,3.4,30,0
10000.0,16117.27,7.0,,58,1
62230.69,18362.8,,3.5,35,1
,22635.24,3.0,4.6,25,0
10000.0,18279.93,8.0,10.8,69,1
73955.04,19030.14,5.0,7.4,50,0
,29315.79,6.0,7.6,37,0
40646.43,41880.97,1.0,4.1,47,0
87570.39,35182.65,0.0,7.9,30,0
84093.67,36326.34,5.0,9.9,58,0
,15345.48,8.0,13.1,26,0
36456.64,27153.96,2.0,6.7,52,0
20815.16,5163.03,0.0,2.3,39,0
48873.09,10774.62,8.0,,38,0
67092.77,32976.86,7.0,8.3,67,0
40274.69,24372.58,6.0,9.5,59,0
10000.0,30826.14,0.0,4.0,52,1
88061.42,18612.28,6.0,3.2,59,1
55706.7,34349.79,0.0,2.8,60,0
38611.27,20450.88,2.0,,19,0
75714.75,37174.76,2.0,5.5,32,0
95739.16,20147.83,5.0,6.2,61,1
10000.0,21683.13,7.0,2.7,57,1
63027.91,13605.58,,4.4,51,0
10000.0,30780.76,1.0,8.9,62,0
64973.32,22225.76,0.0,1.4,28,0
53837.82,23685.09,9.0,8.4,62,0
69071.8,32386.35,7.0,7.1,52,1
35022.57,12908.06,8.0,3.4,61,1
10000.0,24372.78,0.0,5.9,42,0
36488.95,33866.74,3.0,1.9,68,1
62205.43,13441.09,4.0,1.7,31,0
80461.77,26469.19,2.0,3.4,48,0
14845.06,12066.19,4.0,2.0,27,1
80811.81,20802.27,2.0,1.6,27,0
30563.83,20527.76,2.0,5.3,59,0
60873.5,31089.51,,6.0,68,0
34703.18,13502.11,2.0,1.6,20,0
55465.12,42279.59,1.0,6.7,25,0
76756.33,30252.5,8.0,3.3,41,0
13189.58,19020.22,3.0,2.8,60,0
29602.82,22871.59,3.0,4.6,47,0
55548.88,12109.78,4.0,0.0,22,1
122047.51,25409.5,6.0,7.1,34,0
24104.31,31890.33,,3.0,29,0
111204.02,50320.32,0.0,0.0,36,0
110132.7,46648.6,2.0,9.8,32,0
47080.67,19887.72,0.0,7.9,35,0
41055.42,15661.59,,2.0,35,1
,15302.18,3.0,5.6,36,0
47953.92,10590.78,4.0,3.4,37,0
10000.0,13961.21,8.0,0.0,58,1
47712.83,23510.08,3.0,6.1,69,0
94906.41,32414.95,4.0,2.0,23,0
31667.45,14276.77,,5.2,64,0
42778.27,25723.06,2.0,1.1,29,0
10000.0,27228.43,0.0,7.7,51,0
61221.86,17134.29,6.0,2.4,35,0
57934.45,21246.08,,3.6,54,0
51911.07,11382.21,6.0,6.3,63,0
43495.19,36183.6,0.0,6.8,41,0
41217.26,17672.82,,7.7,44,0
,29003.64,7.0,5.9,31,1
49135.5,19612.79,,3.1,48,0
59449.16,27724.63,4.0,7.1,53,0
56449.48,31651.94,8.0,5.0,55,1
83702.82,25050.27,3.0,6.7,18,0
70309.82,33586.12,,5.3,57,0
55785.86,12157.17,1.0,0.0,44,0
95552.66,41288.21,6.0,3.8,64,1
62608.06,18809.62,4.0,10.1,56,0
89148.88,38497.83,0.0,5.7,41,0
68208.28,33457.84,6.0,3.8,38,1
10000.0,43858.93,4.0,6.6,56,1
89145.04,41723.25,2.0,7.9,29,0
54055.29,37918.86,8.0,7.9,24,0
48441.36,27455.94,2.0,6.2,58,0
58440.45,28270.27,5.0,6.5,50,0
39650.51,8930.1,9.0,7.7,57,0
56810.87,40242.67,2.0,1.5,67,0
32243.72,40967.6,3.0,8.4,21,0
88228.17,32527.89,,8.9,64,0
46592.36,17315.26,,6.2,67,0
38522.48,16750.93,0.0,6.9,42,0
22252.23,17538.58,6.0,6.5,33,0
58063.27,18649.54,7.0,5.5,54,0
55613.21,28627.68,8.0,2.2,63,1
61652.74,36814.51,8.0,7.2,31,0
19182.44,17481.17,9.0,0.0,65,1
10000.0,21610.12,4.0,4.2,37,1
68767.74,38434.92,2.0,4.2,67,1
94539.26,30142.0,2.0,7.1,22,0
19209.39,35110.77,8.0,7.3,24,1
97683.24,53850.42,8.0,6.1,29,0
58517.33,39966.4,5.0,6.7,61,0
49788.11,27477.83,,2.4,63,0
38073.54,12455.19,5.0,5.6,49,0
10000.0,22685.21,8.0,5.9,23,1
79631.86,34816.14,9.0,5.3,48,1
26731.81,38695.41,8.0,1.3,19,1
26605.8,16797.04,6.0,1.6,28,1
79757.79,23581.24,8.0,8.1,60,0
10000.0,35211.55,6.0,,21,1
10000.0,14697.81,6.0,11.5,43,0
49455.97,25100.89,0.0,7.7,35,0
58798.53,20358.87,9.0,0.0,46,0
64542.04,29850.8,,8.2,60,0
40946.05,23209.03,9.0,,40,1
125911.09,40106.99,4.0,5.7,38,0
43163.22,25083.94,2.0,,36,0
43076.42,23963.01,7.0,2.6,20,0
,7744.07,2.0,6.3,60,0
53717.2,37254.61,3.0,5.4,49,0
68448.84,37251.61,,4.5,28,0
86107.34,37948.61,0.0,6.2,50,0
10000.0,9846.16,5.0,11.8,68,0
42620.14,34710.52,0.0,4.5,66,0
63401.11,26987.32,8.0,4.2,45,0
67611.73,24476.53,2.0,0.1,41,1
50196.46,23216.32,2.0,,44,0
66272.72,26804.56,1.0,5.4,34,0
25731.08,8439.01,,5.0,55,0
96737.16,42094.04,,9.1,27,0
79778.84,32581.21,0.0,7.2,60,0
10000.0,25719.31,3.0,7.4,42,0
,12837.05,0.0,4.5,50,0
18592.35,22774.51,,3.0,49,1
70339.1,28162.34,8.0,2.0,27,1
11458.17,13068.39,7.0,,61,0
40069.27,26518.49,6.0,5.4,64,1
63641.13,34583.71,,6.7,42,0
48015.02,18557.43,0.0,5.4,50,0
57766.63,42333.46,3.0,4.0,41,0
18025.92,16126.96,3.0,0.0,40,0
67845.63,50434.38,,1.4,54,1
,13849.27,4.0,7.4,29,0
40261.41,19657.14,,3.0,37,0
57131.95,12426.39,4.0,1.7,40,1
53092.35,25579.21,8.0,0.0,41,1
50719.4,37215.31,5.0,6.4,57,0
27481.2,10403.07,0.0,9.5,24,0
41013.52,29650.92,,7.0,23,0
50065.51,18456.08,0.0,10.2,66,1
10000.0,20119.93,5.0,2.1,67,1
36124.01,30917.32,9.0,4.0,33,1
61630.4,49625.47,2.0,2.4,44,0
11676.9,29538.73,8.0,6.5,35,1
84697.45,28926.41,,10.1,43,0
88088.4,18617.68,3.0,5.0,23,0
12645.48,22546.67,9.0,7.1,28,1
90728.59,47541.59,9.0,4.4,67,1
45692.55,24664.65,,5.0,23,1
62555.44,23240.9,3.0,0.2,29,0
35100.47,30069.9,2.0,3.7,66,0
77691.34,28932.46,1.0,9.3,33,0
62182.82,24690.24,5.0,5.8,53,0
25575.4,23276.04,7.0,6.8,54,0
15043.94,25539.23,9.0,6.4,28,1
10000.0,6267.12,,8.8,69,0
55638.25,12127.65,9.0,3.3,45,0
67174.14,16547.3,0.0,5.2,61,0
,20798.44,,8.0,34,0
46460.57,43819.41,1.0,10.4,42,0
15290.11,13444.09,6.0,2.5,40,0
,26104.59,7.0,7.0,54,0
84570.46,26228.94,8.0,5.0,50,1
35461.14,15298.29,3.0,4.7,53,0
54302.53,36733.39,5.0,7.5,47,0
17730.49,4546.1,0.0,1.5,25,0
60097.49,40118.44,,4.8,18,1
36269.46,22205.08,2.0,6.0,42,0
81401.38,32369.92,,5.7,33,0
73206.73,40468.04,5.0,5.0,23,0
35128.82,36212.05,,1.1,39,0
46200.08,15360.95,7.0,4.4,22,0
33466.51,7693.3,2.0,,59,0
10000.0,3000.0,5.0,4.7,46,0
24276.73,20051.24,2.0,4.6,46,0
55946.52,16938.63,7.0,,36,0
59757.78,14112.35,5.0,,41,0
54456.44,31090.22,5.0,9.1,53,0
40948.01,29071.4,3.0,4.3,27,1
77992.0,28001.13,5.0,7.8,48,0
51906.26,22740.35,8.0,6.5,59,0
71097.61,31719.1,7.0,3.5,39,0
10000.0,4721.85,6.0,1.6,25,1
10000.0,22589.72,1.0,7.4,48,0
58513.64,34332.22,0.0,6.7,61,0
,30216.43,,,45,0
43626.45,9725.29,6.0,9.8,45,0
40937.09,28306.47,4.0,10.0,69,0
97622.02,40351.07,4.0,2.3,56,0
61999.9,43423.07,5.0,11.2,40,0
54975.77,24042.61,4.0,6.2,36,0
75109.73,28101.33,7.0,8.6,63,0
61054.93,24930.17,9.0,0.0,24,0
36269.69,18257.63,7.0,,48,0
82144.28,22451.23,1.0,7.2,49,0
16707.5,8128.85,3.0,5.7,60,0
59697.42,20061.46,7.0,5.7,45,0
10000.0,21520.98,,2.2,33,0
56118.32,17249.33,3.0,4.6,31,0
55789.69,32467.13,8.0,3.6,39,1
100293.65,34724.46,,4.5,65,1
10000.0,22447.7,4.0,8.3,29,0
31973.38,28402.98,9.0,0.0,61,1
74680.47,27170.62,,8.1,60,0
60059.52,38759.13,5.0,2.9,64,1
55409.15,37594.69,3.0,1.6,34,1
21315.93,7494.19,,10.5,35,0
32275.45,14485.55,3.0,8.9,50,0
,29174.59,9.0,7.4,46,0
48454.72,34935.1,0.0,7.8,41,0
61260.79,40238.4,1.0,4.5,22,0
46544.35,27302.63,4.0,3.9,61,0
14507.43,32131.32,2.0,,53,0
78014.31,27127.57,6.0,,23,0
65096.97,43040.9,2.0,8.1,20,0
119169.11,48320.54,,9.1,28,0
19532.56,20661.37,3.0,,43,0
74677.19,36482.79,3.0,12.2,40,0
10653.68,29087.89,0.0,4.3,39,0
54720.4,21528.58,9.0,5.5,60,1
79295.2,24570.02,2.0,2.3,18,0
10000.0,22482.65,7.0,3.6,45,1
43852.03,21851.85,,,49,0
33103.71,21652.2,6.0,8.3,23,0
28941.28,36291.58,2.0,4.3,54,1
